Field,Description,Type,Coverage,Users,Alphas
oth455_partner_roam_w5_pca_fact2_cluster_5,"Cluster assignment (k=5) based on the 2nd PCA component score from the ROAM partner embedding in window 5; integer, non-ordinal, D1-lagged",GROUP,89%,1,1
oth455_partner_roam_w5_pca_fact3_cluster_10,"Categorical cluster label (10 groups) based on the 3rd PCA component score of the ROAM partner-based embedding for USA equities (window 5, D1-lag)",GROUP,90%,2,2
oth455_partner_roam_w5_pca_fact3_cluster_20,"Categorical cluster label (20 groups) based on the 3rd PCA component score of the ROAM partner-based embedding for USA equities (window 5, D1-lag)",GROUP,90%,1,1
oth455_partner_roam_w5_pca_fact3_cluster_5,"Cluster label for the 3rd PCA component grouped into 5 clusters (window 5) from ROAM partner embedding (Asia), D1-lagged; non-ordinal category",GROUP,89%,5,6
oth455_relation_n2v_p10_q200_w1_kmeans_cluster_10,"KMeans cluster label (k=10) of the USA relation-based Node2Vec embeddings (P10,Q200), window 1, D1-lag",GROUP,100%,15,40
oth455_relation_n2v_p10_q200_w1_kmeans_cluster_20,"KMeans cluster label (k=20) of the USA relation-based Node2Vec embeddings (P10,Q200), window 1, D1-lag",GROUP,100%,7,10
oth455_relation_n2v_p10_q200_w1_kmeans_cluster_5,"KMeans cluster label (k=5) of the USA relation-based Node2Vec embeddings (P10,Q200), window 1, D1-lag",GROUP,100%,6,8
oth455_relation_n2v_p10_q200_w1_pca_fact1_cluster_10,Cluster label (10 groups) from the 1st principal component score of PCA on the N2V relation embedding in window 1,GROUP,100%,10,541
oth455_relation_n2v_p10_q200_w1_pca_fact1_cluster_20,Cluster label (20 groups) from the 1st principal component score of PCA on the N2V relation embedding in window 1,GROUP,100%,2,2
oth455_relation_n2v_p10_q200_w1_pca_fact1_cluster_5,Cluster label (5 groups) from the 1st principal component score of PCA on the N2V relation embedding in window 1,GROUP,100%,6,8
oth455_relation_n2v_p10_q200_w1_pca_fact2_cluster_10,Cluster label (10 groups) from the 2nd principal component score of PCA on the N2V relation embedding in window 1,GROUP,100%,2,3
oth455_relation_n2v_p10_q200_w1_pca_fact2_cluster_20,Grouping data. Embedded using N2V with relation data and then clustered using the 2nd eigenvalue of PCA into 20 groups,GROUP,100%,3,3
oth455_relation_n2v_p10_q200_w1_pca_fact2_cluster_5,Cluster label (5 groups) from the 2nd principal component score of PCA on the N2V relation embedding in window 1,GROUP,100%,2,2
oth455_relation_n2v_p10_q200_w1_pca_fact3_cluster_10,Grouping data. Embedded using N2V with relation data and then clustered using the 3rd eigenvalue of PCA into 10 groups,GROUP,100%,4,530
oth455_relation_n2v_p10_q200_w1_pca_fact3_cluster_20,"Cluster label (k=20) from clustering the scores of PCA factor 3 computed on the USA relation-based Node2Vec embeddings (P10,Q200), window 1, D1-lag",GROUP,100%,8,20
oth455_relation_n2v_p10_q200_w1_pca_fact3_cluster_5,"Cluster label (k=5) from clustering the scores of PCA factor 3 computed on the USA relation-based Node2Vec embeddings (P10,Q200), window 1, D1-lag",GROUP,100%,1,1
oth455_relation_n2v_p10_q200_w2_kmeans_cluster_10,Grouping data. Embedded using N2V with relation data and then clustered using K-means into 10 groups,GROUP,100%,20,538
oth455_relation_n2v_p10_q200_w2_kmeans_cluster_20,KMeans cluster membership label (20 groups) based on the N2V relation embedding in window 2,GROUP,100%,16,548
oth455_relation_n2v_p10_q200_w2_kmeans_cluster_5,"KMeans cluster label (k=5) of the USA relation-based Node2Vec embeddings (P10,Q200), window 2, D1-lag",GROUP,100%,7,123
oth455_relation_n2v_p10_q200_w2_pca_fact1_cluster_10,Cluster label (10 groups) from the 1st principal component score of PCA on the N2V relation embedding in window 2,GROUP,100%,1,1
oth455_relation_n2v_p10_q200_w2_pca_fact1_cluster_20,Grouping data. Embedded using N2V with relation data and then clustered using the 1st eigenvalue of PCA into 20 groups,GROUP,100%,4,4
oth455_relation_n2v_p10_q200_w2_pca_fact1_cluster_5,"Cluster label (k=5) from clustering the scores of PCA factor 1 computed on the USA relation-based Node2Vec embeddings (P10,Q200), window 2, D1-lag",GROUP,100%,4,449
oth455_relation_n2v_p10_q200_w2_pca_fact2_cluster_10,Cluster label (10 groups) from the 2nd principal component score of PCA on the N2V relation embedding in window 2,GROUP,100%,2,11
oth455_relation_n2v_p10_q200_w2_pca_fact2_cluster_20,"Cluster label (k=20) from clustering the scores of PCA factor 2 computed on the USA relation-based Node2Vec embeddings (P10,Q200), window 2, D1-lag",GROUP,100%,11,22
oth455_relation_n2v_p10_q200_w2_pca_fact2_cluster_5,"Cluster label (k=5) from clustering the scores of PCA factor 2 computed on the USA relation-based Node2Vec embeddings (P10,Q200), window 2, D1-lag",GROUP,100%,1,1
oth455_relation_n2v_p10_q200_w2_pca_fact3_cluster_10,Cluster label (10 groups) from the 3rd principal component score of PCA on the N2V relation embedding in window 2,GROUP,100%,3,3
oth455_relation_n2v_p10_q200_w2_pca_fact3_cluster_20,Grouping data. Embedded using N2V with relation data and then clustered using the 3rd eigenvalue of PCA into 20 groups,GROUP,100%,3,3
oth455_relation_n2v_p10_q200_w2_pca_fact3_cluster_5,"Cluster label (k=5) from clustering the scores of PCA factor 3 computed on the USA relation-based Node2Vec embeddings (P10,Q200), window 2, D1-lag",GROUP,100%,4,8
oth455_relation_n2v_p10_q200_w3_kmeans_cluster_10,"KMeans cluster label (k=10) of the USA relation-based Node2Vec embeddings (P10,Q200), window 3, D1-lag",GROUP,100%,3,15
oth455_relation_n2v_p10_q200_w3_kmeans_cluster_20,Grouping data. Embedded using N2V with relation data and then clustered using K-means into 20 groups,GROUP,100%,4,4
oth455_relation_n2v_p10_q200_w3_kmeans_cluster_5,Grouping data. Embedded using N2V with relation data and then clustered using K-means into 5 groups,GROUP,100%,1,1
oth455_relation_n2v_p10_q200_w3_pca_fact1_cluster_10,Cluster label (10 groups) from the 1st principal component score of PCA on the N2V relation embedding in window 3,GROUP,100%,8,11
oth455_relation_n2v_p10_q200_w3_pca_fact1_cluster_20,Grouping data. Embedded using N2V with relation data and then clustered using the 1st eigenvalue of PCA into 20 groups,GROUP,100%,2,3
oth455_relation_n2v_p10_q200_w3_pca_fact1_cluster_5,"Cluster label (k=5) from clustering the scores of PCA factor 1 computed on the USA relation-based Node2Vec embeddings (P10,Q200), window 3, D1-lag",GROUP,100%,2,3
oth455_relation_n2v_p10_q200_w3_pca_fact2_cluster_10,Grouping data. Embedded using N2V with relation data and then clustered using the 2nd eigenvalue of PCA into 10 groups,GROUP,100%,2,2
oth455_relation_n2v_p10_q200_w3_pca_fact2_cluster_20,Cluster label (20 groups) from the 2nd principal component score of PCA on the N2V relation embedding in window 3,GROUP,100%,1,4
oth455_relation_n2v_p10_q200_w3_pca_fact2_cluster_5,Grouping data. Embedded using N2V with relation data and then clustered using the 2nd eigenvalue of PCA into 5 groups,GROUP,100%,3,3
oth455_relation_n2v_p10_q200_w3_pca_fact3_cluster_10,Cluster label (10 groups) from the 3rd principal component score of PCA on the N2V relation embedding in window 3,GROUP,100%,0,0
oth455_relation_n2v_p10_q200_w3_pca_fact3_cluster_20,Grouping data. Embedded using N2V with relation data and then clustered using the 3rd eigenvalue of PCA into 20 groups,GROUP,100%,3,4
oth455_relation_n2v_p10_q200_w3_pca_fact3_cluster_5,"Cluster label (k=5) from clustering the scores of PCA factor 3 computed on the USA relation-based Node2Vec embeddings (P10,Q200), window 3, D1-lag",GROUP,100%,2,2
oth455_relation_n2v_p10_q200_w4_kmeans_cluster_10,KMeans cluster membership label (10 groups) based on the N2V relation embedding in window 4,GROUP,100%,19,81
oth455_relation_n2v_p10_q200_w4_kmeans_cluster_20,KMeans cluster membership label (20 groups) based on the N2V relation embedding in window 4,GROUP,100%,6,8
oth455_relation_n2v_p10_q200_w4_kmeans_cluster_5,Grouping data. Embedded using N2V with relation data and then clustered using K-means into 5 groups,GROUP,100%,9,527
oth455_relation_n2v_p10_q200_w4_pca_fact1_cluster_10,Cluster label (10 groups) from the 1st principal component score of PCA on the N2V relation embedding in window 4,GROUP,100%,5,56
oth455_relation_n2v_p10_q200_w4_pca_fact1_cluster_20,Cluster label (20 groups) from the 1st principal component score of PCA on the N2V relation embedding in window 4,GROUP,100%,9,14
oth455_relation_n2v_p10_q200_w4_pca_fact1_cluster_5,"Cluster label (k=5) from clustering the scores of PCA factor 1 computed on the USA relation-based Node2Vec embeddings (P10,Q200), window 4, D1-lag",GROUP,100%,7,9
oth455_relation_n2v_p10_q200_w4_pca_fact2_cluster_10,"Cluster label (k=10) from clustering the scores of PCA factor 2 computed on the USA relation-based Node2Vec embeddings (P10,Q200), window 4, D1-lag",GROUP,100%,0,0
oth455_relation_n2v_p10_q200_w4_pca_fact2_cluster_20,Grouping data. Embedded using N2V with relation data and then clustered using the 2nd eigenvalue of PCA into 20 groups,GROUP,100%,5,414
oth455_relation_n2v_p10_q200_w4_pca_fact2_cluster_5,Cluster label (5 groups) from the 2nd principal component score of PCA on the N2V relation embedding in window 4,GROUP,100%,3,5
oth455_relation_n2v_p10_q200_w4_pca_fact3_cluster_10,Grouping data. Embedded using N2V with relation data and then clustered using the 3rd eigenvalue of PCA into 10 groups,GROUP,100%,2,3
oth455_relation_n2v_p10_q200_w4_pca_fact3_cluster_20,Grouping data. Embedded using N2V with relation data and then clustered using the 3rd eigenvalue of PCA into 20 groups,GROUP,100%,2,2
oth455_relation_n2v_p10_q200_w4_pca_fact3_cluster_5,"Cluster label (k=5) from clustering the scores of PCA factor 3 computed on the USA relation-based Node2Vec embeddings (P10,Q200), window 4, D1-lag",GROUP,100%,1,1
oth455_relation_n2v_p10_q200_w5_kmeans_cluster_10,KMeans cluster membership label (10 groups) based on the N2V relation embedding in window 5,GROUP,100%,5,14
oth455_relation_n2v_p10_q200_w5_kmeans_cluster_20,KMeans cluster membership label (20 groups) based on the N2V relation embedding in window 5,GROUP,100%,9,372
oth455_relation_n2v_p10_q200_w5_kmeans_cluster_5,"KMeans cluster label (k=5) of the USA relation-based Node2Vec embeddings (P10,Q200), window 5, D1-lag",GROUP,100%,13,507
oth455_relation_n2v_p10_q200_w5_pca_fact1_cluster_10,Grouping data. Embedded using N2V with relation data and then clustered using the 1st eigenvalue of PCA into 10 groups,GROUP,100%,3,388
oth455_relation_n2v_p10_q200_w5_pca_fact1_cluster_20,Grouping data. Embedded using N2V with relation data and then clustered using the 1st eigenvalue of PCA into 20 groups,GROUP,100%,6,13
oth455_relation_n2v_p10_q200_w5_pca_fact1_cluster_5,Cluster label (5 groups) from the 1st principal component score of PCA on the N2V relation embedding in window 5,GROUP,100%,5,104
oth455_relation_n2v_p10_q200_w5_pca_fact2_cluster_10,Cluster label (10 groups) from the 2nd principal component score of PCA on the N2V relation embedding in window 5,GROUP,100%,1,3
oth455_relation_n2v_p10_q200_w5_pca_fact2_cluster_20,Grouping data. Embedded using N2V with relation data and then clustered using the 2nd eigenvalue of PCA into 20 groups,GROUP,100%,8,11
oth455_relation_n2v_p10_q200_w5_pca_fact2_cluster_5,"Cluster label (k=5) from clustering the scores of PCA factor 2 computed on the USA relation-based Node2Vec embeddings (P10,Q200), window 5, D1-lag",GROUP,100%,2,2
oth455_relation_n2v_p10_q200_w5_pca_fact3_cluster_10,Grouping data. Embedded using N2V with relation data and then clustered using the 3rd eigenvalue of PCA into 10 groups,GROUP,100%,2,2
oth455_relation_n2v_p10_q200_w5_pca_fact3_cluster_20,Cluster label (20 groups) from the 3rd principal component score of PCA on the N2V relation embedding in window 5,GROUP,100%,3,14
oth455_relation_n2v_p10_q200_w5_pca_fact3_cluster_5,"Cluster label (k=5) from clustering the scores of PCA factor 3 computed on the USA relation-based Node2Vec embeddings (P10,Q200), window 5, D1-lag",GROUP,100%,2,2
oth455_relation_n2v_p10_q50_w1_kmeans_cluster_10,"KMeans cluster label (k=10) on latent relation N2V embeddings for Asia, window 1, D1-lag",GROUP,100%,12,40
oth455_relation_n2v_p10_q50_w1_kmeans_cluster_20,"KMeans cluster label (k=20) on latent relation N2V embeddings for Asia, window 1, D1-lag",GROUP,100%,8,14
oth455_relation_n2v_p10_q50_w1_kmeans_cluster_5,KMeans cluster label with 5 groups in window 1,GROUP,100%,2,3
oth455_relation_n2v_p10_q50_w1_pca_fact1_cluster_10,Categorical cluster ID (k=10) based on PCA component 1 scores from the W1 Node2Vec relation embedding,GROUP,100%,5,417
oth455_relation_n2v_p10_q50_w1_pca_fact1_cluster_20,"Grouping data. Embedded using N2V with relation data, then clustered on the 1st PCA component into 20 groups in window 1",GROUP,100%,3,5
oth455_relation_n2v_p10_q50_w1_pca_fact1_cluster_5,"Cluster label of the 1st PCA component (k=5) from relation N2V embeddings for Asia, window 1, D1-lag",GROUP,100%,2,2
oth455_relation_n2v_p10_q50_w1_pca_fact2_cluster_10,"Grouping data. Embedded using N2V with relation data, then clustered on the 2nd PCA component into 10 groups in window 1",GROUP,100%,1,1
oth455_relation_n2v_p10_q50_w1_pca_fact2_cluster_20,Categorical cluster ID (k=20) based on PCA component 2 scores from the W1 Node2Vec relation embedding,GROUP,100%,2,4
oth455_relation_n2v_p10_q50_w1_pca_fact2_cluster_5,"Cluster assignment for PCA component 2, k=5, window 1",GROUP,100%,0,0
oth455_relation_n2v_p10_q50_w1_pca_fact3_cluster_10,"Cluster label of the 3rd PCA component (k=10) from relation N2V embeddings for Asia, window 1, D1-lag",GROUP,100%,2,2
oth455_relation_n2v_p10_q50_w1_pca_fact3_cluster_20,"Cluster label of the 3rd PCA component (k=20) from relation N2V embeddings for Asia, window 1, D1-lag",GROUP,100%,3,5
oth455_relation_n2v_p10_q50_w1_pca_fact3_cluster_5,Categorical cluster ID (k=5) based on PCA component 3 scores from the W1 Node2Vec relation embedding,GROUP,100%,2,4
oth455_relation_n2v_p10_q50_w2_kmeans_cluster_10,KMeans cluster label with 10 groups in window 2,GROUP,100%,10,27
oth455_relation_n2v_p10_q50_w2_kmeans_cluster_20,KMeans cluster label with 20 groups in window 2,GROUP,100%,17,661
oth455_relation_n2v_p10_q50_w2_kmeans_cluster_5,KMeans cluster label with 5 groups in window 2,GROUP,100%,18,574
oth455_relation_n2v_p10_q50_w2_pca_fact1_cluster_10,"Cluster label of the 1st PCA component (k=10) from relation N2V embeddings for Asia, window 2, D1-lag",GROUP,100%,1,1
oth455_relation_n2v_p10_q50_w2_pca_fact1_cluster_20,"Cluster label of the 1st PCA component (k=20) from relation N2V embeddings for Asia, window 2, D1-lag",GROUP,100%,7,80
oth455_relation_n2v_p10_q50_w2_pca_fact1_cluster_5,"Cluster label of the 1st PCA component (k=5) from relation N2V embeddings for Asia, window 2, D1-lag",GROUP,100%,1,1
oth455_relation_n2v_p10_q50_w2_pca_fact2_cluster_10,"Grouping data. Embedded using N2V with relation data, then clustered on the 2nd PCA component into 10 groups in window 2",GROUP,100%,6,9
oth455_relation_n2v_p10_q50_w2_pca_fact2_cluster_20,"Cluster label of the 2nd PCA component (k=20) from relation N2V embeddings for Asia, window 2, D1-lag",GROUP,100%,5,120
oth455_relation_n2v_p10_q50_w2_pca_fact2_cluster_5,Categorical cluster ID (k=5) based on PCA component 2 scores from the W2 Node2Vec relation embedding,GROUP,100%,3,4
oth455_relation_n2v_p10_q50_w2_pca_fact3_cluster_10,Categorical cluster ID (k=10) based on PCA component 3 scores from the W2 Node2Vec relation embedding,GROUP,100%,1,2
oth455_relation_n2v_p10_q50_w2_pca_fact3_cluster_20,Categorical cluster ID (k=20) based on PCA component 3 scores from the W2 Node2Vec relation embedding,GROUP,100%,2,2
oth455_relation_n2v_p10_q50_w2_pca_fact3_cluster_5,Categorical cluster ID (k=5) based on PCA component 3 scores from the W2 Node2Vec relation embedding,GROUP,100%,3,3
oth455_relation_n2v_p10_q50_w3_kmeans_cluster_10,KMeans cluster label with 10 groups in window 3,GROUP,100%,5,16
oth455_relation_n2v_p10_q50_w3_kmeans_cluster_20,KMeans cluster label with 20 groups in window 3,GROUP,100%,5,5
oth455_relation_n2v_p10_q50_w3_kmeans_cluster_5,"KMeans cluster label, k=5, window 3",GROUP,100%,1,1
oth455_relation_n2v_p10_q50_w3_pca_fact1_cluster_10,"Grouping data. Embedded using N2V with relation data, then clustered on the 1st PCA component into 10 groups in window 3",GROUP,100%,1,1
oth455_relation_n2v_p10_q50_w3_pca_fact1_cluster_20,"Cluster label of the 1st PCA component (k=20) from relation N2V embeddings for Asia, window 3, D1-lag",GROUP,100%,3,3
oth455_relation_n2v_p10_q50_w3_pca_fact1_cluster_5,Cluster label (K=5) from clustering PC1 scores of the N2V relation embeddings in window 3 (D1-lag),GROUP,100%,2,5
oth455_relation_n2v_p10_q50_w3_pca_fact2_cluster_10,"Grouping data. Embedded using N2V with relation data, then clustered on the 2nd PCA component into 10 groups in window 3",GROUP,100%,3,4
oth455_relation_n2v_p10_q50_w3_pca_fact2_cluster_20,"Cluster label of the 2nd PCA component (k=20) from relation N2V embeddings for Asia, window 3, D1-lag",GROUP,100%,1,1
oth455_relation_n2v_p10_q50_w3_pca_fact2_cluster_5,"Cluster label of the 2nd PCA component (k=5) from relation N2V embeddings for Asia, window 3, D1-lag",GROUP,100%,8,15
oth455_relation_n2v_p10_q50_w3_pca_fact3_cluster_10,"Grouping data. Embedded using N2V with relation data, then clustered on the 3rd PCA component into 10 groups in window 3",GROUP,100%,5,5
oth455_relation_n2v_p10_q50_w3_pca_fact3_cluster_20,Cluster label (K=20) from clustering PC3 scores of the N2V relation embeddings in window 3 (D1-lag),GROUP,100%,3,3
oth455_relation_n2v_p10_q50_w3_pca_fact3_cluster_5,Cluster label (K=5) from clustering PC3 scores of the N2V relation embeddings in window 3 (D1-lag),GROUP,100%,2,2
oth455_relation_n2v_p10_q50_w4_kmeans_cluster_10,"KMeans cluster ID (10 clusters) on USA relation Node2Vec (P10,Q50) latent vectors in window 4; D1-lagged",GROUP,100%,4,13
oth455_relation_n2v_p10_q50_w4_kmeans_cluster_20,"KMeans cluster label, k=20, window 4",GROUP,100%,19,743
oth455_relation_n2v_p10_q50_w4_kmeans_cluster_5,KMeans cluster label with 5 groups in window 4,GROUP,100%,2,2
oth455_relation_n2v_p10_q50_w4_pca_fact1_cluster_10,"Cluster label of the 1st PCA component (k=10) from relation N2V embeddings for Asia, window 4, D1-lag",GROUP,100%,3,3
oth455_relation_n2v_p10_q50_w4_pca_fact1_cluster_20,"Grouping data. Embedded using N2V with relation data, then clustered on the 1st PCA component into 20 groups in window 4",GROUP,100%,6,6
oth455_relation_n2v_p10_q50_w4_pca_fact1_cluster_5,Cluster label (K=5) from clustering PC1 scores of the N2V relation embeddings in window 4 (D1-lag),GROUP,100%,2,3
oth455_relation_n2v_p10_q50_w4_pca_fact2_cluster_10,"Cluster label of the 2nd PCA component (k=10) from relation N2V embeddings for Asia, window 4, D1-lag",GROUP,100%,9,279
oth455_relation_n2v_p10_q50_w4_pca_fact2_cluster_20,"Cluster label of the 2nd PCA component (k=20) from relation N2V embeddings for Asia, window 4, D1-lag",GROUP,100%,3,3
oth455_relation_n2v_p10_q50_w4_pca_fact2_cluster_5,"Cluster label of the 2nd PCA component (k=5) from relation N2V embeddings for Asia, window 4, D1-lag",GROUP,100%,5,235
oth455_relation_n2v_p10_q50_w4_pca_fact3_cluster_10,"Grouping data. Embedded using N2V with relation data, then clustered on the 3rd PCA component into 10 groups in window 4",GROUP,100%,2,2
oth455_relation_n2v_p10_q50_w4_pca_fact3_cluster_20,"Cluster label of the 3rd PCA component (k=20) from relation N2V embeddings for Asia, window 4, D1-lag",GROUP,100%,2,2
oth455_relation_n2v_p10_q50_w4_pca_fact3_cluster_5,"Categorical cluster ID (5 groups) based on the 3rd principal component score from PCA of USA relation Node2Vec (P10,Q50) embeddings in window 4; D1-lagged",GROUP,100%,1,1
oth455_relation_n2v_p10_q50_w5_kmeans_cluster_10,"Grouping data. Embedded using N2V with relation data, then clustered using K-means into 10 groups in window 5",GROUP,100%,1,7
oth455_relation_n2v_p10_q50_w5_kmeans_cluster_20,"KMeans cluster ID (20 clusters) on USA relation Node2Vec (P10,Q50) latent vectors in window 5; D1-lagged",GROUP,100%,6,7
oth455_relation_n2v_p10_q50_w5_kmeans_cluster_5,"Grouping data. Embedded using N2V with relation data, then clustered using K-means into 5 groups in window 5",GROUP,100%,3,3
oth455_relation_n2v_p10_q50_w5_pca_fact1_cluster_10,"Cluster assignment for PCA component 1, k=10, window 5",GROUP,100%,12,617
oth455_relation_n2v_p10_q50_w5_pca_fact1_cluster_20,"Cluster label of the 1st PCA component (k=20) from relation N2V embeddings for Asia, window 5, D1-lag",GROUP,100%,5,5
oth455_relation_n2v_p10_q50_w5_pca_fact1_cluster_5,"Cluster label of the 1st PCA component (k=5) from relation N2V embeddings for Asia, window 5, D1-lag",GROUP,100%,6,6
oth455_relation_n2v_p10_q50_w5_pca_fact2_cluster_10,"Cluster assignment for PCA component 2, k=10, window 5",GROUP,100%,5,5
oth455_relation_n2v_p10_q50_w5_pca_fact2_cluster_20,"Cluster assignment for PCA component 2, k=20, window 5",GROUP,100%,3,3
oth455_relation_n2v_p10_q50_w5_pca_fact2_cluster_5,"Cluster label of the 2nd PCA component (k=5) from relation N2V embeddings for Asia, window 5, D1-lag",GROUP,100%,1,1
oth455_relation_n2v_p10_q50_w5_pca_fact3_cluster_10,"Grouping data. Embedded using N2V with relation data, then clustered on the 3rd PCA component into 10 groups in window 5",GROUP,100%,1,1
oth455_relation_n2v_p10_q50_w5_pca_fact3_cluster_20,"Cluster assignment for PCA component 3, k=20, window 5",GROUP,100%,1,7
oth455_relation_n2v_p10_q50_w5_pca_fact3_cluster_5,"Grouping data. Embedded using N2V with relation data, then clustered on the 3rd PCA component into 5 groups in window 5",GROUP,100%,6,13
oth455_relation_n2v_p50_q200_w1_kmeans_cluster_10,"Categorical label (10 groups) from K-means clustering on the ASI relation Node2Vec (P50,Q200) latent vectors, window 1, D1-lagged",GROUP,100%,6,17
oth455_relation_n2v_p50_q200_w1_kmeans_cluster_20,"Categorical label (20 groups) from K-means clustering on the ASI relation Node2Vec (P50,Q200) latent vectors, window 1, D1-lagged",GROUP,100%,6,9
oth455_relation_n2v_p50_q200_w1_kmeans_cluster_5,"Categorical label (5 groups) from K-means clustering on the ASI relation Node2Vec (P50,Q200) latent vectors, window 1, D1-lagged",GROUP,100%,7,10
oth455_relation_n2v_p50_q200_w1_pca_fact1_cluster_10,"Categorical cluster label (10 groups) by clustering PC1 scores from the W1 N2V relation embedding, D1-lagged; non-ordinal",GROUP,100%,9,26
oth455_relation_n2v_p50_q200_w1_pca_fact1_cluster_20,"Categorical label (20 groups) from clustering by the 1st PCA factor on the ASI relation Node2Vec (P50,Q200) embedding, window 1, D1-lagged",GROUP,100%,3,458
oth455_relation_n2v_p50_q200_w1_pca_fact1_cluster_5,"Categorical cluster label (5 groups) by clustering PC1 scores from the W1 N2V relation embedding, D1-lagged; non-ordinal",GROUP,100%,2,2
oth455_relation_n2v_p50_q200_w1_pca_fact2_cluster_10,"Categorical cluster label (10 groups) by clustering PC2 scores from the W1 N2V relation embedding, D1-lagged; non-ordinal",GROUP,100%,1,1
oth455_relation_n2v_p50_q200_w1_pca_fact2_cluster_20,"Categorical cluster label (20 groups) by clustering PC2 scores from the W1 N2V relation embedding, D1-lagged; non-ordinal",GROUP,100%,2,2
oth455_relation_n2v_p50_q200_w1_pca_fact2_cluster_5,"Categorical cluster label (5 groups) by clustering PC2 scores from the W1 N2V relation embedding, D1-lagged; non-ordinal",GROUP,100%,4,4
oth455_relation_n2v_p50_q200_w1_pca_fact3_cluster_10,"Categorical label (10 groups) from clustering by the 3rd PCA factor on the ASI relation Node2Vec (P50,Q200) embedding, window 1, D1-lagged",GROUP,100%,2,3
oth455_relation_n2v_p50_q200_w1_pca_fact3_cluster_20,"Categorical label (20 groups) from clustering by the 3rd PCA factor on the ASI relation Node2Vec (P50,Q200) embedding, window 1, D1-lagged",GROUP,100%,3,4
oth455_relation_n2v_p50_q200_w1_pca_fact3_cluster_5,"Categorical cluster label (5 groups) by clustering PC3 scores from the W1 N2V relation embedding, D1-lagged; non-ordinal",GROUP,100%,4,4
oth455_relation_n2v_p50_q200_w2_kmeans_cluster_10,"KMeans cluster label (k=10) on the N2V relation embedding, window 2",GROUP,100%,5,18
oth455_relation_n2v_p50_q200_w2_kmeans_cluster_20,"KMeans cluster label (k=20) on the N2V relation embedding, window 2",GROUP,100%,11,15
oth455_relation_n2v_p50_q200_w2_kmeans_cluster_5,"KMeans cluster label (5 groups) based on the Node2Vec relation latent vector (D1-lag), for run W2",GROUP,100%,2,2
oth455_relation_n2v_p50_q200_w2_pca_fact1_cluster_10,"Categorical cluster label (10 groups) by clustering PC1 scores from the W2 N2V relation embedding, D1-lagged; non-ordinal",GROUP,100%,5,7
oth455_relation_n2v_p50_q200_w2_pca_fact1_cluster_20,"Categorical label (20 groups) from clustering by the 1st PCA factor on the ASI relation Node2Vec (P50,Q200) embedding, window 2, D1-lagged",GROUP,100%,6,14
oth455_relation_n2v_p50_q200_w2_pca_fact1_cluster_5,"Categorical cluster label (5 groups) by clustering PC1 scores from the W2 N2V relation embedding, D1-lagged; non-ordinal",GROUP,100%,3,3
oth455_relation_n2v_p50_q200_w2_pca_fact2_cluster_10,"Categorical cluster label (10 groups) by clustering PC2 scores from the W2 N2V relation embedding, D1-lagged; non-ordinal",GROUP,100%,2,3
oth455_relation_n2v_p50_q200_w2_pca_fact2_cluster_20,"Categorical cluster label (20 groups) by clustering PC2 scores from the W2 N2V relation embedding, D1-lagged; non-ordinal",GROUP,100%,3,3
oth455_relation_n2v_p50_q200_w2_pca_fact2_cluster_5,"Categorical cluster label (5 groups) by clustering PC2 scores from the W2 N2V relation embedding, D1-lagged; non-ordinal",GROUP,100%,2,2
oth455_relation_n2v_p50_q200_w2_pca_fact3_cluster_10,"Categorical cluster label (10 groups) by clustering PC3 scores from the W2 N2V relation embedding, D1-lagged; non-ordinal",GROUP,100%,3,13
oth455_relation_n2v_p50_q200_w2_pca_fact3_cluster_20,"Categorical cluster label (20 groups) by clustering PC3 scores from the W2 N2V relation embedding, D1-lagged; non-ordinal",GROUP,100%,1,3
oth455_relation_n2v_p50_q200_w2_pca_fact3_cluster_5,"Categorical cluster label (5 groups) by clustering PC3 scores from the W2 N2V relation embedding, D1-lagged; non-ordinal",GROUP,100%,3,4
oth455_relation_n2v_p50_q200_w3_kmeans_cluster_10,Integer categorical KMeans cluster label (k=10) for the USA relation network embeddings (Node2Vec P50 Q200) using window 3; D1-lagged,GROUP,100%,7,382
oth455_relation_n2v_p50_q200_w3_kmeans_cluster_20,Integer categorical KMeans cluster label (k=20) for the USA relation network embeddings (Node2Vec P50 Q200) using window 3; D1-lagged,GROUP,100%,4,4
oth455_relation_n2v_p50_q200_w3_kmeans_cluster_5,"KMeans cluster label (k=5) on the N2V relation embedding, window 3",GROUP,100%,2,2
oth455_relation_n2v_p50_q200_w3_pca_fact1_cluster_10,Cluster assignment for the 1st principal component with k=10 in window 3,GROUP,100%,2,2
oth455_relation_n2v_p50_q200_w3_pca_fact1_cluster_20,"Cluster label (k=20) based on the 1st PCA component of the N2V relation embedding, window 3",GROUP,100%,3,3
oth455_relation_n2v_p50_q200_w3_pca_fact1_cluster_5,"Cluster label (k=5) based on the 1st PCA component of the N2V relation embedding, window 3",GROUP,100%,16,25
oth455_relation_n2v_p50_q200_w3_pca_fact2_cluster_10,"Categorical cluster ID (10 groups) derived by clustering PCA factor 2 scores from the Node2Vec relation embedding (D1-lag), for run W3",GROUP,100%,1,1
oth455_relation_n2v_p50_q200_w3_pca_fact2_cluster_20,"Categorical cluster ID (20 groups) derived by clustering PCA factor 2 scores from the Node2Vec relation embedding (D1-lag), for run W3",GROUP,100%,6,6
